,城市,City,Household Registered Population at Year-end (10 000 persons),Annual Average Population (10 000 persons),Number of Households at Year-end (10 000 households),Birth Population (person),Death Population (person),Natural Growth Rate(%),Total Land Area of Administrative region （sq.km）,Total Water Resources （10 000 cu.m）,Area of Land Used for Urban Construction (sq.km),Area of Land Used for Living,Land Used for Urban Construction as Percentage to Urban Area (%),Area of Green Land (hectare),Area of Parks Green Land,Green Covered Area as % of Built-up Area (%),Volume of Industrial Waste Water Discharged (10 000 tons),Volume of Industrial Sulphur Dioxide Emission (ton),Volume of Industrial Nitrogen Dioxide Emission (ton),Volume of Industrial  Soot(dust) Emission (ton),Ratio of Industrial Solid Wastes Comprehensively Utilized (%),Annual Mean Concentration ofPM2.5 (ug/m3),Ratio of waste Water Centralized Treated of Sewage Work (%),Ratio of Consumption Wastes Treated (%),Gross Regional Product (Current Prices) (100 000 yuan),Per Capita GRP (yuan),GRP Growth Rate (%),Primary Industry as Percentage to GRP,Secondary Industry as Percentage to GRP,Tertiary Industry as Percentage to GRP,Local General public budget revenue,Local General public budget Expenditure,Expenditure for Science and Technology,Expenditure for Education,Local General public budget revenue.1,Local General public budget Expenditure.1,Expenditure for Science and Technology.1,Expenditure for Education.1,Deposits of National Banking System at Year-end,Household Saving Deposits at Year-end,Loans of National Banking System at Year-end,Investment in Real Estate Development,Residential Buildings,Sales Area of Commercial Residential Building,Residential Buildings.1,Area for Sale,Import Volumeof goods (10 OOOyuan),Number of Projects for Contracted Foreign Direct Investment (unit),Amount of Foreign Capital Actually Utilized (USD 10000),Number of Industrial Enterprises,Domestic Funded,"Enterprises with Funds from Hong Kong, Macao and Taiwan",Foreign Funded Enterprises,Total Current Assets,Total Fixed Assets,Tax and Extra Charges from Principal Business,Value-added Tax Payable,Total Profits,Total Retail Sales of Consumer Goods (10 000 yuan),Number of Enterprises above Designated Size of Wholesale and Retail Trades (Number of Legal Entities) (unit),Total Sales of Commodities of Enterprises above Designated Size in Wholesale and Retail Trades (10 000 yuan),R&D Personnel (Person),R&D Internal Outlay (10 000 yuan),Number of Patent Applications (piece),Number of Patent Authorizations (piece),Invention (piece),Persons Employed in Urban Units at Ycar-end,Persons Employed in Private Enterprises and Self-Employed Individuals in Urban Areas,Registered Unemployed Persons in Urban Areas,Primary Industry,Secondary Industry,Tertiary Industry,Primary Industry.1,Secondary Industry.1,Tertiary Industry.1,Primary Industry.2,Secondary Industry: Mining,Unnamed: 87,Manufacturing,"Production and Distribution of Electricity, Gas and Water",Construction,Wholesale and Retail Trades,"Traffic,Transport, Storage and Post",Hotels and Catering Services,"Information Transmission, Computer Services and Software",Financial Intermediation,Unnamed: 103,Real Estate,Leasing and Business Services,Scientific Research and Technical Service,"Management of Water Conservancy, Environment",Services to Households and Other Services,Education,Health and Social Work,"Culture, Sports and Entertainment","Public Management, Social Security and Social Organization",Average Number of Employed Staff and Workers (10 000 persons),Total Wage Bill of Employed Staff and Workers (10 000 yuan),Average Wage of Employed Staff and Workers (yuan),Regular Institutions of Higher Education,Vocational Secondary Schools,Regular Secondary Schools,Regular Primary Schools,Regular Institutions of Higher Education.1,Vocational Secondary Schools.1,Regular Secondary Schools.1,Regular Primary Schools.1,Undergraduate in Regular HEIs,Vocational Secondary Schools.2,Regular Secondary Schools.2,Regular Primary Schools.2,Collections of Public Libraries (10 000 copies),Number of Museums (unit),Number of Stadiums and Gymnasiums (unit),Number of Hospitals (unit),Number of Beds of Hospitals (bed),Number of Licensed (Assistant) Doctors (person),Number of Employees Joining Urban Basic Pension Insurance,Number of Employees Joining Urban Basic Medical Care System,Persons Covered of Unemployment Insurance,Investment in Municipal Public Infrastructure Construction （10 000 yuan）,Area of City Paved Roads at Year-end （10 000 sq.m）,Length of City Sewage Pipes （km）,Number of Buses and Trolley Buses under Operation at Year-end （unit）,Total Annual Volume of Passengers Transported by Buses and Trolley Buses （10 000 person-times）,Number of Taxis under Operation at Year-end （unit）,Highway Passenger Traffic,Waterway Passenger Traffic,Civil Aviation Passenger Traffic,"Highway Freight Traffic
(10 000 tons)","Waterway Freight Traffic
(10 000 tons)",Civil Aviation Freight Traffic (ton),Revenue from Postal Services (10 000 yuan),Revenue from Telecommunication Services (10 000 yuan),Number of Subscribers of Mobile Telephones at Year-end (10 000 households),Number of Subscribers of Internet Services (10 000 households),Annual Electricity Consumption (10 000 kwh),Electricity Consumption fbr Industrial,Household Electricity Consumption for Urban and Rural Residential,"Total Gas Supply (Coal Gas,Natural Gas) (10 000 cubic meters)",Consumption of Gas for Residential Use,Liquefied Petroleum Gas Supply (ton),Consumption of Liquefied Petroleum Gas fbr Residential Use
146,郴州市,Chenzhou,535,534,176,52789,30885,4.09,19342,1541000,70.0,31.0,3.12,3293.0,834.0,46.54,3166.0,8466.0,12214.0,9758.0,76.21,31.0,81.28,98.22,23918696,50482,8.3,8.46,45.02,46.52,1336412.0,4173001.0,78222.0,714452.0,128020.0,512283.0,13652.0,116781.0,24053066,15965234,13881697,1577813,1273042,754,670,53,1437829,72,190565,1119,1073,36,10,7019589,10096893,553963,327836,1460563,10370221,721,10697929,8086.0,,3128.0,1646.0,195.0,354672,771322,38087,1650,123184,229838,0.47,34.73,64.8,1650,18327,4647,47495,10216,47146,12237,9261,3827,3810,24036,21578,10765,5808,10155,6184,1275,50714,28366,2610,60790,32,2066528,65367,3,25,299,378,1633,1700,20735,24888,29809,43151,33,48,154,10,37,109,24303,11693,327220,524220,308188,5011.0,533.0,2220.0,1394.0,15934.0,1128.0,3910.0,274.0,,19299.0,145.0,,95854.0,279142.0,452.0,124.0,1271268,894779,107013,4407.0,4402.0,24000.0,24000.0
147,南通市,Nantong,763,763,285,52870,69915,-2.24,10549,402134,227.0,70.0,10.61,10411.0,3103.0,44.0,13351.0,8299.0,13382.0,4518.0,95.25,41.0,89.39,,84270000,115320,7.2,4.72,46.85,48.43,6061875.0,8771843.0,377790.0,1483343.0,2736025.0,3398868.0,165650.0,514551.0,120016119,62872595,88116936,7595191,5400476,1732,1570,809,8660234,294,258140,5220,4187,406,627,47069000,51055305,772680,4934313,11655500,30887652,2415,49061596,,,52799.0,24578.0,2240.0,2100398,1419653,37233,2381,1749946,348071,0.11,83.31,16.57,2381,,,393688,9182,1347076,35858,25122,5436,7538,34753,32815,14240,30534,12034,9714,2389,75047,33755,5240,56411,198,15575963,79218,9,28,206,324,5064,4795,24484,20793,95306,74797,24,35,680,22,84,246,35425,19852,2283571,2106317,1119064,1753628.0,5074.0,4868.0,2020.0,16884.0,1468.0,6807.0,478.0,277,13746.0,9385.0,56356.0,551659.0,730930.0,813.0,292.0,4333129,2958565,263200,53079.0,15691.0,19133.0,7877.0
148,清远市,Qingyuan,443,437,113,79838,25439,12.28,19036,2373900,,,,3032.0,755.0,40.72,,,,,,,91.35,100.0,15651949,40476,3.95,14.78,34.68,50.54,1118974.0,3420096.0,57419.0,690305.0,704819.0,1421742.0,39969.0,272894.0,23179529,13767003,15441807,3934350,3142253,653,570,359,2127226,411,12332,653,484,133,36,10396696,,90272,436837,1212715,7388603,294,4341638,,105650,5589.0,3284.0,202.0,352825,462683,13938,253,165913,186659,0.07,47.02,52.9,253,331,167,119039,6188,40355,10864,8324,6188,4159,20583,19050,10977,3605,3039,2814,1753,39445,19926,1518,53464,33,2555476,77341,1,14,181,337,468,1616,15539,17768,11363,29015,20,37,224,8,23,58,11775,7858,843750,623941,430326,6934.0,1154.0,898.0,665.0,3721.0,267.0,2822.0,238.0,,13525.0,3793.0,,71719.0,285667.0,344.0,91.0,1988313,1379610,179272,32625.0,11856.0,45310.0,36921.0
149,陇南市,Longnan,288,288,84,43280,23261,6.95,27839,,13.0,7.0,0.28,150.0,103.0,23.0,333.0,2647.0,4217.0,7962.0,4.3,35.0,,,3792273,14426,5.8,18.73,19.67,61.6,599194.0,2627855.0,9889.0,446358.0,52463.0,438487.0,1777.0,81745.0,8921352,5921022,6586961,122003,71059,49,45,7,,,,72,72,,,1484156,2521035,42360,86274,211318,1147781,56,959649,454.0,5364,843.0,449.0,29.0,163000,35600,5822,8800,36200,118000,5.4,22.21,72.39,8800,9300,,12800,5900,8200,13500,5200,8800,400,2600,1260,4100,400,800,1700,2100,30400,11300,2200,34500,13,761282,58781,1,12,231,1556,384,999,11234,14501,6869,18019,15,21,83,18,12,61,7977,3749,80152,147397,54000,,73.0,51.0,94.0,134.0,675.0,3298.0,,15,2400.0,,17.0,14952.0,14000.0,32.0,1.0,444635,262619,23398,462.0,343.0,1300.0,850.0
150,抚顺市,Fushun,209,210,84,11407,13796,-1.14,11271,176600,141.0,35.0,10.31,5264.0,,,1933.0,6874.0,10132.0,13551.0,14.28,44.0,,100.0,10488211,50951,4.6,5.24,54.82,39.94,893973.0,2096170.0,3868.0,199602.0,741674.0,1533199.0,3278.0,126914.0,18456680,13930157,9697882,540043,388781,118,109,151,75500,6,1033,253,232,7,14,5148653,5031965,800785,434154,604764,6275860,121,1966665,3268.0,110126,1981.0,958.0,140.0,215583,250800,21883,3487,103779,108317,1.62,48.14,50.24,3487,24599,219,53839,10511,14830,5811,8718,652,2199,11174,9845,3535,3283,2833,6790,399,22104,13790,2012,25017,21,1348346,63156,5,13,105,109,1963,1066,6896,6045,41331,9203,6,7,118,6,16,56,11886,5512,942262,857632,487509,94404.0,1433.0,964.0,1096.0,22000.0,4197.0,1996.0,,,9495.0,,,35675.0,153106.0,207.0,62.0,1114361,874005,99583,49226.0,6287.0,37967.0,23478.0
151,焦作市,Jiaozuo,373,372,101,44432,17191,7.31,4071,73065,116.0,40.0,20.07,4048.0,1123.0,41.02,5662.0,7428.0,9871.0,3985.0,69.29,67.0,97.5,100.0,23714983,66328,6.31,5.69,56.58,37.73,1455042.0,2689631.0,42445.0,433019.0,687464.0,1163285.0,16355.0,190349.0,18327605,12197710,13534457,1057587,864858,213,201,35,443544,4,85439,1208,1183,11,14,13926872,19815092,,,3778316,7885355,595,3011112,18104.0,450774,5800.0,3552.0,400.0,354822,402706,20109,253,173437,181132,0.07,48.88,51.05,253,24924,24475,120001,6646,21866,15326,16817,2123,4015,10112,9948,6121,4065,2318,4119,1877,38763,20089,1878,53509,33,1975346,59234,6,24,213,522,5000,1752,17638,14447,89341,34133,19,27,184,13,10,83,17869,8918,705795,586597,366733,170111.0,1373.0,1090.0,824.0,9000.0,1398.0,1545.0,41.0,,13915.0,,,41712.0,212983.0,384.0,98.0,2387292,1892679,96522,27168.0,6825.0,,
152,龙岩市,Longyan,319,318,98,56107,12590,13.65,19039,1035200,65.0,20.0,1.33,2843.0,671.0,44.08,3524.0,8552.0,19101.0,25664.0,97.59,23.0,92.3,99.72,23932951,90655,7.6,10.2,47.94,41.86,1512732.0,3015305.0,89809.0,634350.0,853428.0,1308956.0,45592.0,242632.0,18950567,9549437,18317712,2523074,1897958,377,311,208,1133433,54,4482,1205,1103,71,31,10157422,5134161,983054,704265,1685653,9074193,1689,21384973,11211.0,405003,7178.0,4576.0,234.0,334982,342161,18080,2429,139316,193237,0.73,41.59,57.69,2429,3385,2654,59446,2341,74144,19464,9299,5865,2041,25257,24234,6041,10479,3504,3052,1220,39693,20393,2555,43958,29,2042816,70094,2,18,171,400,977,1238,13078,12643,18486,21471,13,21,226,15,36,46,17381,6364,457391,427643,394634,384595.0,890.0,558.0,477.0,7540.0,485.0,1849.0,52.0,21,8801.0,43.0,1305269.0,69235.0,425033.0,283.0,102.0,1327500,858400,134000,2665.0,856.0,9541.0,6596.0
153,六安市,Lu'an,589,588,190,78083,54138,4.07,15451,1198500,79.0,25.0,1.9,3299.0,908.0,42.43,,,,,,,93.96,100.0,12880538,26731,7.64,15.27,40.61,44.12,1224142.0,4129795.0,107316.0,773186.0,704170.0,2176182.0,85013.0,355143.0,26807477,14803908,18469009,3297807,2610780,680,626,160,61400,13,50306,930,904,6,20,6598093,7748656,132865,203636,530247,6684739,362,3799748,5948.0,129502,8979.0,3944.0,254.0,1292000,790939,8514,38500,263000,990500,2.98,20.36,76.66,38500,6900,800,198700,12800,44600,269400,149800,96800,14900,16800,8400,15100,40800,13200,18000,,83900,49800,17200,74000,21,1659875,77499,4,31,334,595,1941,2255,19780,19530,36300,66989,26,33,92,10,22,32,12874,9261,458100,352224,197394,92617.0,1608.0,847.0,661.0,5618.0,1850.0,4281.0,41.0,,23801.0,9515.0,,94238.0,275049.0,363.0,101.0,891788,416795,74824,10473.0,3334.0,2040.0,2040.0
154,济南市,Jinan,656,650,217,94694,45374,7.52,7998,194500,524.0,142.0,8.56,19220.0,5333.0,40.49,,,,,,51.0,96.59,100.0,78565600,106302,7.4,3.47,36.01,60.52,7528162.0,10182539.0,210425.0,1530697.0,7186636.0,9331586.0,208461.0,1386028.0,165718671,50080833,147000678,13693456,9285419,1235,964,98,3057454,239,269218,2044,1900,49,95,38250050,,938595,1167916,3039268,44044640,1715,36403579,87872.0,2085980,36027.0,20636.0,4887.0,1301723,2596451,34905,429,549956,751338,0.03,42.25,57.72,429,1200,822,251033,11515,286208,92796,36200,25723,85039,94818,94356,43871,26457,42985,14205,4379,101918,70791,14641,97515,118,10852432,91651,43,53,251,575,33453,6291,26588,30605,568372,112940,31,47,1492,40,97,246,48843,32131,3316580,2415388,1582877,2999682.0,10113.0,6764.0,6951.0,77000.0,9693.0,3149.0,38.0,894,25571.0,70.0,55874.0,616100.0,830500.0,1014.0,345.0,2843630,1215034,383487,102996.0,24156.0,40126.0,19660.0
155,眉山市,Meishan,345,345,129,34880,29677,1.51,7140,628600,63.0,24.0,3.5,2210.0,645.0,40.5,,,,,,39.0,100,,12560214,42155,7.5,14.85,44.14,41.01,1031964.0,2352957.0,9668.0,366476.0,357267.0,671553.0,4308.0,119769.0,20872363,14677188,10428919,2571151,1742855,481,410,118,267471,10,10237,569,546,8,15,4197608,3053284,70329,321190,735335,4964250,180,2370993,,,2103.0,1100.0,,185060,276200,13457,581,83710,100769,0.31,45.23,54.45,581,718,,34910,6751,41331,4402,5328,1624,1752,2449,1866,3994,3260,2053,5473,132,23731,12408,662,33501,17,1237676,71054,2,17,191,172,,1269,10110,9969,,24683,11,16,55,6,7,88,12978,6175,421547,300775,176670,144065.0,,666.0,480.0,,518.0,3236.0,,,9081.0,,,87894.0,671400.0,324.0,98.0,1142464,815094,80805,12421.0,6679.0,545.0,138.0
156,贵港市,Guigang,561,559,160,91747,17753,13.18,10602,819100,82.0,24.0,2.32,3082.0,723.0,41.32,1560.0,4382.0,19072.0,16119.0,99.0,40.0,76.35,100.0,11698754,26635,9.99,16.94,42.23,40.83,572227.0,2638065.0,5496.0,620543.0,357234.0,1227144.0,4491.0,253453.0,13710571,10042384,9589291,1231041,1069848,325,309,52,143660,9,4002,567,535,21,11,4015876,,61001,222585,816972,5152380,166,1853609,439.0,6797,2193.0,926.0,46.0,176301,571265,8455,893,35885,139523,0.51,20.35,79.14,893,,,26174,961,8750,3829,4299,597,1778,7302,5671,2061,6655,1660,1951,706,52099,20982,676,34928,16,1063937,67934,,8,216,846,,1009,21681,23970,,45705,36,47,108,3,4,56,11493,6870,212212,235472,106138,282546.0,1334.0,523.0,426.0,1253.0,380.0,2572.0,2.0,,10244.0,15945.0,,70251.0,205214.0,356.0,81.0,943155,566043,124484,1630.0,959.0,15168.0,15163.0
157,蚌埠市,Bengbu,384,383,113,59195,21977,9.69,5951,315943,148.0,50.0,15.27,5575.0,1303.0,41.78,,,,,,,,,17146560,50662,8.5,12.12,44.46,43.42,1526523.0,2957943.0,106434.0,533913.0,1098390.0,1539618.0,63684.0,191278.0,21136038,10305037,18019510,5766422,4265605,895,784,71,508096,15,139845,1103,1069,19,15,9220531,4522776,667790,369623,1983804,8234556,445,5698274,15725.0,459611,9406.0,3290.0,659.0,276062,391072,18444,338,125407,150317,0.12,45.43,54.45,338,,,58086,3743,63578,11346,14319,1592,2160,14481,10466,9453,5673,5307,4710,765,36370,18617,1377,24147,22,1548789,70034,5,18,181,641,3179,1808,13084,15288,61614,52921,17,30,139,3,59,81,17101,7219,681700,513283,237100,344420.0,2129.0,2176.0,1645.0,16870.0,2408.0,2049.0,,,23826.0,,,97363.0,235307.0,289.0,84.0,863161,460723,87159,27786.0,8658.0,1909.0,1909.0
158,襄阳市,Xiangyang,592,592,219,67514,33410,5.76,19728,454513,192.0,49.0,5.23,6481.0,1902.0,38.74,4071.0,5672.0,8179.0,5421.0,48.09,,93,100.0,43097900,76125,7.75,9.62,51.47,38.91,2955197.0,6709664.0,302249.0,919990.0,1970241.0,3545762.0,222145.0,469289.0,35076013,23291947,22200959,,,695,633,92,291000,21,88015,1571,1509,27,35,18189800,19710300,458100,1895900,6110600,16589570,791,8457928,,781454,9886.0,4140.0,391.0,1045291,493334,36220,30530,536566,478195,2.92,51.33,45.75,30530,7301,,357516,8124,163625,130008,37389,17979,10808,12638,11180,28272,22864,24363,14119,8887,58163,36321,7250,69134,51,3454106,67488,5,31,243,462,2123,1872,22233,17837,40808,25647,25,37,237,11,52,81,24938,14048,1154417,831480,421621,159855.0,2316.0,2117.0,1505.0,22400.0,2200.0,10639.0,26.0,141,33700.0,629.0,2632.0,70530.0,347835.0,540.0,156.0,1559469,951365,192244,28299.0,6500.0,13964.0,11068.0
159,晋城市,Jincheng,221,221,83,24539,11393,5.94,9425,,48.0,13.0,33.57,,604.0,45.8,3174.0,12208.0,18379.0,19975.0,47.41,60.0,100,100.0,13518530,57819,7.4,3.64,53.1,43.26,1253028.0,2284586.0,15057.0,354831.0,521122.0,855481.0,3769.0,114244.0,23018400,12393430,13756122,725877,561281,88,81,57,334339,,28442,284,269,4,11,17382948,,376206,938464,1907431,4528481,281,4120595,,,1047.0,639.0,53.0,353285,233894,5219,1036,219435,132814,0.29,62.11,37.59,1036,142482,55521,57114,8971,10868,14239,9346,2169,2234,14577,9100,2418,5029,2238,4488,697,25988,13268,2692,33431,33,2216216,67052,1,14,157,448,372,1433,10875,8631,5165,21489,11,11,124,4,21,85,9080,5875,468641,433936,316221,,616.0,376.0,534.0,5300.0,1453.0,,,,,,,13709.0,674724.0,268.0,55.0,1999300,1756500,42300,12536.0,4367.0,3709.0,1188.0
160,曲靖市,Qujing,664,662,207,101510,42580,8.88,28935,1203375,100.0,38.0,1.68,3474.0,982.0,36.8,1423.0,96064.0,51671.0,33075.0,70.19,30.0,95.02,100.0,20133556,32799,8.5,17.89,38.61,43.5,1418999.0,4772448.0,14754.0,1224509.0,331324.0,959561.0,3210.0,244843.0,22477412,13370879,14978384,1226314,934241,240,211,69,2687,5,1454,656,647,3,6,8293945,7689086,1154861,929208,1247602,6561480,334,5954985,6992.0,171047,2168.0,1308.0,82.0,457016,882921,53393,2720,227902,226394,0.6,49.87,49.54,2720,49225,7400,88490,13434,76753,25781,6835,7329,869,5596,3689,12401,7363,3398,5133,2274,71555,17654,2388,57818,39,2835672,72248,3,32,253,1676,1630,2640,27283,31648,32238,71772,43,52,179,13,9,114,25655,9835,466617,448000,250103,343483.0,1595.0,1080.0,545.0,11229.0,1719.0,3985.0,26.0,,21528.0,557.0,,40285.0,316500.0,486.0,105.0,2851785,2359441,88865,2579.0,105.0,6511.0,4005.0
161,安顺市,Anshun,304,302,90,57309,12749,14.64,9267,633600,69.0,24.0,2.55,5177.0,1005.0,37.5,266.0,,15849.0,488.0,80.41,28.0,92.52,85.72,8494000,36164,10.3,17.56,32.12,50.32,773187.0,2732666.0,35399.0,498598.0,540714.0,1366005.0,7959.0,261757.0,11100493,5658196,9287559,,,239,203,48,29600,25,9400,373,365,6,2,4693208,1967532,60353,253547,564487,1929520,205,2166866,2255.0,50554,2580.0,1045.0,109.0,183571,161108,9185,1376,47827,134368,0.75,26.05,73.2,1376,4045,3514,34361,1679,7742,5746,3648,1926,1634,5493,4595,5315,3774,2258,4667,1174,39755,13323,1054,44601,17,1305915,78328,2,9,146,441,1089,734,11132,13604,19250,22960,17,25,58,3,6,74,10713,4174,285554,229822,122595,,940.0,721.0,571.0,29479.0,1036.0,8829.0,142.0,45,6727.0,,724.0,30711.0,173700.0,259.0,44.0,656997,355689,73300,2740.0,913.0,16495.0,8179.0
162,济宁市,Jining,891,885,276,146725,51599,10.68,11187,257557,202.0,66.0,12.05,9359.0,2847.0,41.49,,,,,,52.0,96.75,100.0,49305800,58972,5.76,9.96,45.31,44.72,4000166.0,6196247.0,74910.0,1413531.0,1868995.0,2428374.0,55545.0,522368.0,54446635,33551157,34884639,4012727,3152889,957,805,185,2051908,52,22181,2869,2767,34,68,40413469,28865163,629596,1625882,4329160,22880748,1625,16414610,27262.0,927696,14225.0,8425.0,621.0,821043,486817,31189,609,460937,359497,0.07,56.14,43.79,609,157082,24370,187690,12228,103937,20531,21030,7156,4738,40796,36673,8793,6886,5627,9724,1045,81540,52355,3858,95418,71,4756652,66160,7,20,304,1056,5950,3022,33349,38183,114928,46037,44,66,477,44,24,215,38226,22731,1576440,1162082,853213,,5378.0,2096.0,2331.0,,2060.0,3764.0,304.0,122,32215.0,4430.0,2660.0,180300.0,455404.0,772.0,208.0,3145738,2107018,258935,36658.0,5533.0,4800.0,4770.0
163,承德市,Chengde,382,381,141,37757,15857,5.74,39490,317400,71.0,18.0,5.67,4973.0,1188.0,42.43,984.0,28649.0,31645.0,27287.0,23.12,40.0,96.81,100.0,14815102,41476,6.44,18.05,36.27,45.68,1045531.0,3771658.0,25418.0,715657.0,463778.0,1073096.0,10792.0,208564.0,26718862,18160231,22038129,,,294,250,98,7911,14,20238,374,364,5,5,9254500,11600400,152400,,787700,6407414,154,3735866,,90000,1951.0,1257.0,74.0,266924,281334,23732,2488,65839,198597,0.93,24.67,74.4,2488,4956,1589,31093,7355,22435,5344,9006,2063,6045,28813,26149,4265,3700,4858,6443,118,45767,22629,3590,55956,24,1586455,65558,6,24,125,451,2827,2152,12972,18514,47571,36664,19,28,101,13,,86,17325,10614,760336,,230504,116187.0,1099.0,598.0,785.0,10146.0,2470.0,1031.0,,44,4618.0,,94.0,52967.0,227246.0,372.0,96.0,1697976,1276239,74296,5295.0,1822.0,4986.0,4721.0
164,张家界市,Zhangjiajie,170,170,62,15106,10304,2.82,9534,913700,33.0,10.0,1.29,1435.0,220.0,40.53,64.0,1358.0,2516.0,1540.0,99.8,32.0,94.52,100.0,5789155,37719,7.5,10.15,17.72,72.13,346563.0,1755791.0,8286.0,234031.0,232998.0,857681.0,6299.0,96415.0,8542430,4896494,6617588,770400,547300,107,85,10,4665,5,13062,206,203,2,1,421616,1023341,7916,23361,60757,2300732,78,821803,865.0,15164,937.0,363.0,25.0,84535,103427,4043,491,18418,65626,0.58,21.79,77.63,491,38,38,4891,967,12522,2540,3347,3803,1845,3587,2889,1354,1617,437,2761,20,10566,7557,1333,24859,8,541640,70633,3,12,98,98,771,651,5810,5799,14905,12465,8,11,40,7,,32,5918,3303,202545,135893,105237,363737.0,472.0,276.0,348.0,5775.0,863.0,6226.0,187.0,221,2170.0,67.0,1176.0,24435.0,115778.0,149.0,45.0,267532,72527,46550,2645.0,1568.0,9266.0,8740.0
165,贺州市,Hezhou,246,245,65,44165,14825,11.93,11753,853000,42.0,13.0,0.76,1592.0,384.0,34.68,1084.0,2497.0,3795.0,2967.0,88.3,38.0,89.71,100.0,6026288,29188,8.87,19.85,35.41,44.74,324978.0,1927463.0,12010.0,337360.0,223047.0,1012404.0,3356.0,193047.0,7714302,4775557,5210654,515322,407724,155,144,48,60660,6,488,220,202,13,5,2245181,1673280,26738,129112,149911,1961812,82,1181939,903.0,8745,1845.0,531.0,65.0,105651,220115,7347,1246,15866,88539,1.18,15.02,83.8,1246,914,161,8993,4646,1313,2045,1935,252,1699,5618,4382,1547,3238,1278,1221,74,27481,10919,1055,30177,9,662396,71144,1,13,100,317,748,791,8107,11963,16612,24850,12,22,77,9,9,31,5554,3760,181036,172809,89293,183751.0,618.0,355.0,250.0,1229.0,240.0,1086.0,2.0,,4889.0,105.0,,26252.0,107050.0,183.0,41.0,691329,481097,40234,1794.0,13.0,9018.0,6367.0
166,内江市,Neijiang,412,413,155,38810,37647,0.28,5385,146560,120.0,32.0,7.66,2848.0,764.0,36.49,1127.0,33210.0,30483.0,13211.0,96.7,38.0,87.5,99.3,14117521,37885,7.8,15.53,43.27,41.2,616958.0,2433876.0,16793.0,421747.0,194293.0,709319.0,7359.0,115184.0,16493625,12656667,9016885,1555622,1004576,435,336,14,25757,2,4433,330,316,9,5,3901145,2693347,54220,209288,534106,5385158,243,1093279,,,2364.0,1353.0,,314962,99548,17076,2592,157092,155278,0.82,49.88,49.3,2592,8825,172,56196,9783,82288,10212,12386,3595,2933,11122,7941,4382,5685,2920,1984,851,36439,20290,2354,40125,31,1757424,56574,3,20,176,273,1669,994,14170,10494,34192,24681,18,21,76,4,,76,17520,5711,707579,417271,120074,201167.0,641.0,542.0,,,,8657.0,157.0,,4282.0,254.0,,37175.0,186900.0,298.0,298.0,777231,502597,78714,15421.0,5780.0,14815.0,6625.0
167,合肥市,Hefei,758,750,250,127157,35105,12.14,11445,543100,457.0,134.0,34.18,19399.0,5728.0,43.37,,,,,,,94.67,100.0,78229061,97470,8.54,3.55,46.18,50.28,7124862.0,10049099.0,919741.0,1635053.0,5360776.0,6641114.0,785410.0,944613.0,153384492,40034070,136466876,15271740,11658622,1390,1104,191,8271521,140,323000,2287,2111,62,114,53619300,,868265,1575736,3465052,29767420,1347,52111902,86032.0,2566521,65814.0,28438.0,5597.0,1832891,1462900,109453,697,1130308,701886,0.04,61.67,38.29,697,787,,361224,42060,726237,83860,89532,32412,48843,42330,36721,42747,36150,45980,8786,2315,115932,60910,11546,80543,155,13815993,89022,50,54,350,515,27073,3619,30578,28260,497131,107444,39,53,646,26,,171,48042,22320,1877561,2026800,1606630,1685889.0,8069.0,8055.0,5448.0,55449.0,9402.0,7434.0,30.0,607,34143.0,5258.0,,577497.0,932475.0,1007.0,315.0,3448296,1720280,460570,108091.0,42633.0,46268.0,13800.0
168,赣州市,Ganzhou,981,978,277,133416,32308,10.3,39363,2229200,177.0,48.0,3.32,9876.0,2337.0,49.84,5327.0,21593.0,17189.0,23544.0,86.41,39.0,88.37,100.0,28072372,32429,9.31,12.12,42.54,45.34,2652152.0,8575883.0,222623.0,1814857.0,839841.0,2078058.0,70050.0,380662.0,50625671,30487897,40471943,3184346,2305436,1058,908,136,640801,60,184420,1985,1797,130,58,12399474,5925282,238856,766025,2113085,9017126,531,4849221,,,15601.0,8982.0,379.0,543530,2019908,39515,3034,178317,362179,0.56,32.81,66.63,3034,5956,519,137913,3442,31006,11943,14369,3773,5080,18209,15724,11387,4913,6732,11556,1998,117891,52732,3394,98202,52,3452155,66875,10,44,477,1620,5984,2676,39740,48976,97425,80744,68,88,492,20,85,98,30499,15049,1254599,668545,375100,2426083.0,3115.0,2635.0,927.0,8697.0,1222.0,8129.0,109.0,163,11935.0,2913.0,5063.0,189626.0,554200.0,823.0,213.0,1864740,995486,226054,13267.0,5135.0,18226.0,17134.0
169,潮州市,Chaozhou,276,276,65,37318,18675,6.76,3146,270025,,,,,,,,,,,,,,,10672790,40219,5.3,7.14,48.58,44.29,473706.0,1851217.0,13359.0,382468.0,392243.0,1296778.0,14627.0,249664.0,13697207,9192701,4174424,896610,627184,154,145,77,323750,67,5094,923,789,100,34,3549933,,65061,315785,910165,5880316,147,1882669,,,7492.0,5277.0,78.0,179151,221830,6346,14,93434,85703,0.01,52.15,47.84,14,23,23,72058,5080,16273,4975,3391,1347,2946,5381,4445,2966,2240,1556,2747,272,27248,11651,1364,17619,17,1134930,67431,1,9,139,608,880,712,11486,10363,16970,8761,13,20,136,6,9,32,4919,4597,435883,350319,359507,,530.0,,368.0,1198.0,721.0,2323.0,1116.0,,4860.0,12.0,,129553.0,195952.0,278.0,78.0,911048,574126,81072,62327.0,,374589.0,148043.0
